1,27.32747881,22.16150783,14.67476882,black,20165256920black.jpg,https://ohou.se/cards/21837/detail?affect_id=0&affect_type=CardIndex,11
2,254.8108946,254.3501001,253.4869597,black,20165257086black.jpg,https://ohou.se/cards/26836/detail?affect_id=0&affect_type=CardIndex,6
3,24.85241637,24.11413242,17.94029183,black,20165257207black.jpg,https://ohou.se/cards/21713/detail?affect_id=0&affect_type=CardIndex,11
4,38.33522286,33.78767494,29.73755145,black,20165257339black.jpg,https://ohou.se/cards/89675/detail?affect_id=0&affect_type=CardIndex,0
5,15.4786845,12.22851728,8.937725753,black,20165257462black.jpg,https://ohou.se/cards/76759/detail?affect_id=0&affect_type=CardIndex,11
6,36.13520612,24.50841814,15.95919899,black,20165257586black.jpg,https://ohou.se/cards/41746/detail?affect_id=0&affect_type=CardIndex,0
7,109.5897264,101.4343417,95.68739206,black,20165257705black.jpg,https://ohou.se/cards/55718/detail?affect_id=0&affect_type=CardIndex,3
8,83.3681863,65.42384054,48.93408328,black,20165257828black.jpg,https://ohou.se/cards/103202/detail?affect_id=0&affect_type=CardIndex,14
9,61.86488485,47.77723987,42.3771054,black,20165257939black.jpg,https://ohou.se/cards/76914/detail?affect_id=0&affect_type=CardIndex,14
10,27.53301174,22.42116096,14.84743528,black,20165258080black.jpg,https://ohou.se/cards/33316/detail?affect_id=0&affect_type=CardIndex,11
11,77.74501666,82.0054226,81.8995153,black,20165258200black.jpg,https://ohou.se/cards/89012/detail?affect_id=0&affect_type=CardIndex,10
12,58.57728272,53.45415937,53.76522743,black,20165258309black.jpg,https://ohou.se/cards/104010/detail?affect_id=0&affect_type=CardIndex,14
13,174.2599095,157.6869514,140.3814997,black,20165258597black.jpg,https://ohou.se/cards/119569/detail?affect_id=0&affect_type=CardIndex,7
14,63.63447889,39.01512888,42.87019051,black,20165258705black.jpg,https://ohou.se/cards/19947/detail?affect_id=0&affect_type=CardIndex,14
15,42.71204837,38.08225133,35.10064776,black,20165258810black.jpg,https://ohou.se/cards/86263/detail?affect_id=0&affect_type=CardIndex,0
16,32.74035121,27.14248599,22.87754719,black,20165258924black.jpg,https://ohou.se/cards/110399/detail?affect_id=0&affect_type=CardIndex,0
17,47.81843108,50.51556836,49.47657775,black,20165259038black.jpg,https://ohou.se/cards/59798/detail?affect_id=0&affect_type=CardIndex,4
18,69.5014627,59.90386803,45.64981852,black,20165259153black.jpg,https://ohou.se/cards/131509/detail?affect_id=0&affect_type=CardIndex,14
19,51.54964348,40.56033903,31.4054554,black,20165259267black.jpg,https://ohou.se/cards/168399/detail?affect_id=0&affect_type=CardIndex,0
20,42.40946298,43.35824135,31.71446732,black,20165259381black.jpg,https://ohou.se/cards/94805/detail?affect_id=0&affect_type=CardIndex,0
21,143.0661918,105.8382716,67.94924027,black,20165259523black.jpg,https://ohou.se/cards/80021/detail?affect_id=0&affect_type=CardIndex,3
